FID,GEOID20,SDLEA,NAME,DISTRICT_N,DISTRICT_C,Superintendent Salary,Average Teacher Salary,Average Principal Salary,Enrollment,Teacher Compensation Spending,Non-Teacher Compensation Spending,Capital Outlay & Debt Service Spending,Other Operating Expenses Spending,Recapture,Total Spending,Per-Pupil Spending,Teacher Compensation Percentage,Non-Teacher Compensation Percentage,Capital Outlay & Debt Service Percentage,Other Operating Expenses Percentage,Recapture,Distrit Debt,Per-Pupil Debt,DISTRICT_GRADE,DISTRICT_SCORE,Not On Grade Level Reading,Not On Grade Level Math,Not On Grade Level SS,Not On Grade Level Science
366,4828110,28110,Longview ISD,92903,92903,275000,59460,104637,8138,57432065,32361030,34343023,33247560,0,157383678,19420.49,36.50%,20.60%,21.80%,21.10%,0.00%,476637058,74208,B,88,43%,51%,52%,53%
367,4818600,18600,Era ISD,49906,49906,81770,54722,70000,499,3020370,1639895,1213042,2366656,0,8239963,16188.53,36.70%,19.90%,14.70%,28.70%,0.00%,3550950,9419,A,91,41%,55%,60%,55%
368,4827570,27570,Lindsay ISD,49907,49907,121275,58988,84168,507,3026480,1896159,2123718,1868325,0,8914682,18418.76,33.90%,21.30%,23.80%,21.00%,0.00%,27905196,63565,A,90,25%,44%,27%,36%
369,4838520,38520,Saint Jo ISD,169911,169911,111400,55219,84141,326,2485624,1104290,1127615,1603306,0,6320835,18268.31,39.30%,17.50%,17.80%,25.40%,0.00%,7978291,31165,B,80,42%,64%,59%,59%
370,4826670,26670,Lancaster ISD,57913,57913,321119,62831,103767,6822,36986545,29917736,21798693,29894150,0,118597124,16908.63,31.20%,25.20%,18.40%,25.20%,0.00%,256895916,45525,C,75,58%,75%,73%,76%
371,4830390,30390,Mesquite ISD,57914,57914,345000,68876,106108,37930,274962723,144776695,113631136,115277123,0,648647677,16951.46,42.40%,22.30%,17.50%,17.80%,0.00%,980243010,28825,B,80,56%,59%,61%,59%
372,4810740,10740,Boles ISD,116916,116916,135827,70791,98744,543,4815335,2219854,608195,2495215,0,10138599,18367.03,47.50%,21.90%,6.00%,24.60%,0.00%,2536208,5155,B,83,51%,67%,68%,70%
373,4821720,21720,Greenville ISD,116905,116905,203600,56730,101387,5583,33346227,22606490,11294037,17874019,0,85120773,15710.74,39.20%,26.60%,13.30%,21.00%,0.00%,89502090,19157,D,65,68%,76%,69%,77%
374,4818690,18690,Eula ISD,30906,30906,60000,51594,56257,503,4030737,1530521,15085335,5973609,0,26620202,56279.5,15.10%,5.70%,56.70%,22.40%,0.00%,41616793,95671,B,87,46%,39%,36%,43%
375,4846500,46500,Wylie ISD (Taylor),221912,221912,189655,53794,89746,5606,28032721,13237882,21391531,18722230,0,81384364,14778.35,34.40%,16.30%,26.30%,23.00%,0.00%,393306835,74097,B,89,32%,43%,36%,38%
376,4810650,10650,Blum ISD,109913,109913,158021,55608,77674,334,2429853,1431354,636271,1643844,0,6141322,18553.84,39.60%,23.30%,10.40%,26.80%,0.00%,6206600,23872,B,87,35%,64%,37%,53%
377,4816530,16530,Deer Park ISD,101908,101908,290000,70227,113695,12165,90941105,45011457,74981679,48560248,4997346,264491835,21406.9,34.40%,17.00%,28.30%,18.40%,1.90%,549627516,50355,B,82,41%,47%,41%,38%
378,4835070,35070,Plainview ISD,95905,95905,209167,56126,95156,4077,25509022,17336125,7873385,18485716,0,69204248,16180.56,36.90%,25.10%,11.40%,26.70%,0.00%,101177500,32882,C,75,61%,70%,56%,62%
379,4831770,31770,Mount Vernon ISD,80901,80901,166464,63970,91480,1608,9734084,5533575,22999833,5583727,0,43851219,28055.8,22.20%,12.60%,52.40%,12.70%,0.00%,121811194,90364,B,88,38%,42%,57%,52%
380,4841790,41790,Sulphur Bluff ISD,112910,112910,115500,52715,83050,209,1588762,1070143,460785,1274932,0,4394622,19274.66,36.20%,24.40%,10.50%,29.00%,0.00%,167260,800,B,89,38%,64%,59%,65%
381,4815990,15990,Culberson County-Allamoore ISD,55901,55901,141000,55773,115000,381,3394420,3344897,18774187,7205174,44992459,77711137,83253.63,4.40%,4.30%,24.20%,9.30%,57.90%,8636250,18297,B,87,52%,83%,62%,71%
382,4820640,20640,Giddings ISD,144901,144901,155000,55516,84528,1900,11077887,5359213,3995554,6142221,0,26574875,14038.5,41.70%,20.20%,15.00%,23.10%,0.00%,29672800,18768,B,84,49%,54%,49%,44%
383,4846260,46260,Winters ISD,200904,200904,105254,51933,82716,552,3724638,2379015,250870,3129279,0,9483802,17595.18,39.30%,25.10%,2.60%,33.00%,0.00%,2484043,6073,C,77,51%,61%,49%,68%
384,4841190,41190,Spring Hill ISD,92907,92907,177160,52514,92525,1901,11270265,6114010,2867141,8817877,0,29069293,14629.74,38.80%,21.00%,9.90%,30.30%,0.00%,39309996,24723,B,88,29%,39%,42%,46%
385,4834980,34980,Pine Tree ISD,92904,92904,230000,53365,88456,4439,26015587,16731084,9609270,18143551,0,70499492,15899.75,36.90%,23.70%,13.60%,25.70%,0.00%,128321701,34936,B,86,43%,55%,59%,58%
386,4819840,19840,Fredericksburg ISD,86901,86901,228817,61628,95813,3030,18891334,13475063,53010857,10665159,15993118,112035531,31960.87,16.90%,12.00%,47.30%,9.50%,14.30%,136997750,53431,B,82,44%,58%,40%,49%
387,4817390,17390,Donna ISD,108902,108902,322026,62845,99083,12937,96728635,66906998,22994569,47963826,0,234594028,17865.66,41.20%,28.50%,9.80%,20.40%,0.00%,271007006,25008,C,77,64%,65%,51%,68%
388,4823100,23100,Hidalgo ISD,108905,108905,247047,57084,92391,2918,18427101,15807938,7877722,13476705,0,55589466,18413.21,33.10%,28.40%,14.20%,24.20%,0.00%,30512566,11532,B,81,55%,50%,62%,55%
389,4828620,28620,Lyford Cons ISD,245902,245902,137025,55748,84050,1396,10052408,6326125,16170190,8596120,0,41144843,28572.81,24.40%,15.40%,39.30%,20.90%,0.00%,32532225,26666,D,69,57%,83%,67%,71%
390,4834860,34860,Pharr-San Juan-Alamo ISD,108909,108909,310000,64774,105956,29613,239092195,156167095,34112201,92012090,0,521383581,17374.82,45.90%,30.00%,6.50%,17.60%,0.00%,282965921,11213,B,87,50%,55%,56%,62%
391,4814190,14190,Clarksville ISD,194904,194904,111000,57285,81000,500,3619512,2538967,8848697,3664397,0,18671573,35295.98,19.40%,13.60%,47.40%,19.60%,0.00%,24620300,53291,D,61,71%,83%,72%,90%
392,4819560,19560,Forney ISD,129902,129902,326404,63342,107645,18565,99754516,64613588,357485909,36388863,0,558242876,32833.95,17.90%,11.60%,64.00%,6.50%,0.00%,2060309621,114627,C,79,46%,58%,51%,64%
393,4839570,39570,Scurry-Rosser ISD,129910,129910,106700,58403,89800,1032,7238694,4950574,837755,4214303,0,17241326,16483.1,42.00%,28.70%,4.90%,24.40%,0.00%,9300113,9790,B,83,44%,55%,43%,48%
394,4815510,15510,Crandall ISD,129901,129901,249999,57822,97393,6922,34131434,22285569,38175612,21273644,0,115866259,17983.28,29.50%,19.20%,32.90%,18.40%,0.00%,408729219,57869,D,69,52%,73%,56%,72%
395,4845950,45950,Wills Point ISD,234907,234907,189000,68671,95497,2893,16489669,10246122,2521164,7578238,0,36835193,12865.94,44.80%,27.80%,6.80%,20.60%,0.00%,0,0,C,74,60%,75%,52%,69%
396,4822920,22920,Hempstead ISD,237902,237902,174000,62297,86613,1585,9746823,7098093,1962120,6309856,0,25116892,15876.67,38.80%,28.30%,7.80%,25.10%,0.00%,31873882,23698,D,69,73%,81%,79%,80%
397,4839210,39210,Santa Anna ISD,42903,42903,91505,49027,79773,259,1870150,1192047,95775,1803311,0,4961283,19609.81,37.70%,24.00%,1.90%,36.30%,0.00%,720975,3835,C,72,54%,69%,45%,70%
398,4814550,14550,Coleman ISD,42901,42901,151043,52501,90372,796,5216990,3551790,16587,3774059,0,12559426,15817.92,41.50%,28.30%,0.10%,30.00%,0.00%,0,0,C,76,48%,60%,46%,44%
399,4822590,22590,Harper ISD,86902,86902,122770,58939,85360,591,3649653,2549422,61672,1989023,0,8249770,13480.02,44.20%,30.90%,0.70%,24.10%,0.00%,0,0,B,84,30%,52%,45%,58%
400,4825590,25590,Kerrville ISD,133903,133903,298336,60677,99091,4600,28177764,14460989,9508237,14057107,0,66204097,14119.02,42.60%,21.80%,14.40%,21.20%,0.00%,127338663,33309,B,80,42%,55%,47%,51%
401,4813350,13350,Center Point ISD,133901,133901,164294,58644,92636,534,4111711,3011976,2758603,2498775,0,12381065,23185.51,33.20%,24.30%,22.30%,20.20%,0.00%,1990888,4609,C,76,52%,63%,60%,67%
402,4834550,34550,Pecos-Barstow-Toyah ISD,195901,195901,214225,67441,111764,2919,24999913,17328505,189185779,17743762,196977523,446235482,86487.84,5.60%,3.90%,42.40%,4.00%,44.10%,556263200,205947,D,67,66%,69%,72%,76%
403,4819620,19620,Forsan ISD,114904,114904,154610,59998,89120,695,4721251,2249407,1564550,2342457,0,10877665,14484.24,43.40%,20.70%,14.40%,21.50%,0.00%,14225700,21620,B,83,38%,57%,48%,54%
404,4816860,16860,DeSoto ISD,57906,57906,245000,61832,112015,5708,33512247,23117571,16639436,25997098,337697,99604049,16558.19,33.60%,23.20%,16.70%,26.10%,0.30%,181820738,40531,C,71,59%,73%,68%,75%
405,4817100,17100,Dilley ISD,82902,82902,130000,53196,85110,841,7202603,4169414,9191473,4826977,1052510,26442977,29251.69,27.20%,15.80%,34.80%,18.30%,4.00%,29636997,44103,D,68,73%,81%,75%,83%
406,4813710,13710,Charlotte ISD,7901,7901,125235,65066,81333,424,3481198,2385609,986357,2383271,0,9236435,20802.78,37.70%,25.80%,10.70%,25.80%,0.00%,8317100,18524,D,69,60%,74%,68%,70%
407,4834470,34470,Pearsall ISD,82903,82903,171697,66665,91615,1953,11642187,8153496,4089454,9440604,0,33325741,16473.43,34.90%,24.50%,12.30%,28.30%,0.00%,13360500,7929,D,62,67%,72%,71%,79%
408,4826040,26040,La Feria ISD,31905,31905,167571,59204,86056,2842,18514717,12755380,3397691,13176081,0,47843869,16600.93,38.70%,26.70%,7.10%,27.50%,0.00%,21527447,8790,B,83,51%,63%,57%,71%
409,4837170,37170,Rio Hondo ISD,31911,31911,150000,58847,101392,1437,9170299,7698459,4015733,7454741,0,28339232,18968.7,32.40%,27.20%,14.20%,26.30%,0.00%,35992715,34052,C,71,53%,75%,67%,72%
410,4839360,39360,Santa Rosa ISD,31914,31914,131468,56611,91130,874,7527401,5342709,2286035,5905704,0,21061849,22622.82,35.70%,25.40%,10.90%,28.00%,0.00%,19577450,25491,B,80,54%,71%,59%,59%
411,4835250,35250,Point Isabel ISD,31909,31909,195000,61029,92536,1786,13505808,10637797,18312959,10901904,22203046,75561514,28733.69,17.90%,14.10%,24.20%,14.40%,29.40%,59417900,42230,B,83,52%,71%,50%,59%
412,4823250,23250,Highland Park ISD (Dallas),57911,57911,350000,67329,129220,6350,45433181,24704822,41242787,19984788,78601404,209966982,20407.89,21.60%,11.80%,19.60%,9.50%,37.40%,409501319,74727,A,96,7%,15%,16%,24%
413,4817640,17640,Duncanville ISD,57907,57907,350000,61345,105279,11562,61959153,54706610,24958720,31833488,0,173457971,14748.57,35.70%,31.50%,14.40%,18.40%,0.00%,554888802,54782,C,72,64%,75%,55%,74%
414,4830750,30750,Miles ISD,200902,200902,120000,49119,88070,488,3243952,1678851,714729,2139562,0,7777094,15309.24,41.70%,21.60%,9.20%,27.50%,0.00%,8973488,20917,A,94,28%,30%,37%,52%
415,4814010,14010,Christoval ISD,226901,226901,265226,49336,74530,617,3284164,1920487,1255314,2128395,0,8588360,13503.71,38.20%,22.40%,14.60%,24.80%,0.00%,35319598,56602,A,91,34%,56%,47%,60%
416,4843200,43200,Trinity ISD,228903,228903,159683,56344,?,1179,7553387,4280310,3969907,4573584,0,20377188,16702.61,37.10%,21.00%,19.50%,22.40%,0.00%,21618669,18914,D,68,67%,81%,64%,69%
417,4832640,32640,New Waverly ISD,236901,236901,229151,63826,100910,1074,7052646,4598483,18120921,3960432,0,33732482,31643.98,20.90%,13.60%,53.70%,11.70%,0.00%,40427400,40427,B,84,39%,54%,56%,48%
418,4845900,45900,Willis ISD,170904,170904,243906,62539,102455,9313,45656419,26954706,85867720,24136800,0,182615645,20349.41,25.00%,14.80%,47.00%,13.20%,0.00%,573115816,66922,C,77,51%,66%,60%,66%
419,4812240,12240,Burton ISD,239903,239903,130500,62450,95500,623,4400422,2245155,14316726,3344451,3660758,27967512,41338.02,15.70%,8.00%,51.20%,12.00%,13.10%,66728291,104100,A,90,34%,44%,37%,51%
420,4821360,21360,Graham ISD,252901,252901,196632,63843,88873,2148,14461071,6489543,8058056,7014947,0,36023617,16501.89,40.10%,18.00%,22.40%,19.50%,0.00%,14088973,8102,B,80,49%,53%,47%,57%
421,4844040,44040,Veribest ISD,226908,226908,129672,53708,84336,263,1839664,1466223,10726425,1486730,0,15519042,60858.99,11.90%,9.40%,69.10%,9.60%,0.00%,25600305,132644,B,84,36%,48%,50%,62%
422,4814160,14160,Clarendon ISD,65901,65901,126111,46567,86000,401,3029584,2064094,476522,1893244,0,7463444,17897.95,40.60%,27.70%,6.40%,25.40%,0.00%,350993,1020,B,82,38%,40%,34%,48%
423,4822850,22850,Hedley ISD,65902,65902,101200,42191,73000,95,1048165,612427,391642,737064,0,2789298,27616.81,37.60%,22.00%,14.00%,26.40%,0.00%,0,0,B,88,35%,53%,67%,59%
424,4829880,29880,McLean ISD,90903,90903,94000,59651,79062,182,1619218,762074,647970,1216293,0,4245555,22463.25,38.10%,17.90%,15.30%,28.60%,0.00%,477100,3078,B,81,45%,62%,57%,42%
425,4836930,36930,Ricardo ISD,137902,137902,130170,64437,72041,659,4239327,2336966,309366,2486846,0,9372505,14265.61,45.20%,24.90%,3.30%,26.50%,0.00%,548205,867,B,89,32%,38%,42%,41%
426,4839300,39300,Santa Gertrudis ISD,137904,137904,125660,61382,93599,826,4548454,2657734,200060,5667285,0,13073533,16160.11,34.80%,20.30%,1.50%,43.30%,0.00%,0,0,A,92,21%,52%,30%,45%
427,4825680,25680,Kingsville ISD,137901,137901,202077,58554,90103,2534,16733524,12179534,6618116,10120734,0,45651908,17538.19,36.70%,26.70%,14.50%,22.20%,0.00%,66017322,32314,F,59,69%,81%,70%,80%
428,4829280,29280,Mason ISD,157901,157901,139000,56572,90248,700,4752595,3008160,422535,3363401,0,11546691,16378.29,41.20%,26.10%,3.70%,29.10%,0.00%,2570775,4017,A,92,29%,48%,52%,39%
429,4813440,13440,Central Heights ISD,174908,174908,135000,55706,88500,1096,8587804,4148041,2430705,3172233,0,18338783,16996.09,46.80%,22.60%,13.30%,17.30%,0.00%,13163450,14185,A,93,26%,41%,28%,36%
430,4810500,10500,Bloomington ISD,235901,235901,128000,54965,88120,795,4828661,3339327,1204442,4013034,0,13385464,14774.24,36.10%,24.90%,9.00%,30.00%,0.00%,9013664,12749,F,54,69%,78%,80%,73%
431,4844150,44150,Victoria ISD,235902,235902,565047,53706,88302,12919,70086076,48035190,40647829,41359573,0,200128668,15362.61,35.00%,24.00%,20.30%,20.70%,0.00%,128852075,12150,C,74,62%,74%,62%,73%
432,4821540,21540,Grandview ISD,126904,126904,158000,60673,76893,1373,9480481,3257255,1883555,5698472,0,20319763,14229.53,46.70%,16.00%,9.30%,28.00%,0.00%,17916875,13431,B,86,32%,44%,43%,45%
433,4825230,25230,Keene ISD,126906,126906,189146,57523,87308,1119,7943742,3457403,1659817,4478693,0,17539655,15988.75,45.30%,19.70%,9.50%,25.50%,0.00%,11732474,11491,B,87,42%,62%,49%,55%
434,4837200,37200,Rio Vista ISD,126907,126907,34538,59091,84298,1032,5146772,3629770,7667073,3976019,0,20419634,21116.48,25.20%,17.80%,37.50%,19.50%,0.00%,29638641,30906,C,76,43%,61%,50%,60%
435,4843560,43560,Union Hill ISD,230904,230904,100000,60738,66472,282,2353855,1297943,15000,1324868,0,4991666,18085.75,47.20%,26.00%,0.30%,26.50%,0.00%,0,0,C,73,60%,74%,60%,63%
436,4841760,41760,Sudan ISD,140908,140908,177472,63326,116821,452,3583642,2450167,1094839,2278683,0,9407331,20187.41,38.10%,26.00%,11.60%,24.20%,0.00%,7260225,18474,B,86,34%,46%,56%,51%
437,4832730,32730,Newton ISD,176902,176902,159000,53286,81423,934,6861314,4803637,17809231,5077752,0,34551934,37272.85,19.90%,13.90%,51.50%,14.70%,0.00%,44858750,57218,C,75,60%,74%,63%,63%
438,4812150,12150,Burkeville ISD,176901,176901,112270,63288,80687,252,1708540,1226061,259500,1315893,0,4509994,18259.09,37.90%,27.20%,5.80%,29.20%,0.00%,9079476,32897,F,57,60%,75%,86%,75%
439,4839510,39510,Schleicher ISD,207901,207901,131800,51658,84147,415,3929648,2137299,39916,3241767,28539,9377169,20728.67,41.90%,22.80%,0.40%,34.60%,0.30%,0,0,B,81,45%,49%,37%,52%
440,4828140,28140,Loop ISD,83902,83902,114000,63045,95920,150,1432706,936934,18700,1867834,1,4256175,29763.45,33.70%,22.00%,0.40%,43.90%,0.00%,0,0,B,86,33%,49%,10%,46%
441,4844910,44910,Wellman-Union Cons ISD,223904,223904,135125,64899,105593,248,2153720,1300392,1034049,1720829,0,6208990,22254.44,34.70%,20.90%,16.70%,27.70%,0.00%,24510059,111409,A,90,47%,64%,79%,83%
442,4834630,34630,Perrin-Whitt Cons ISD,119903,119903,107371,65333,110623,324,2401670,1240072,851228,1326376,0,5819346,18072.5,41.30%,21.30%,14.60%,22.80%,0.00%,2292983,7469,A,91,40%,51%,41%,71%
443,4830000,30000,Meadow ISD,223902,223902,123525,54330,88413,230,2005160,1345039,372922,1808308,0,5531429,23339.36,36.30%,24.30%,6.70%,32.70%,0.00%,636000,3741,B,88,56%,74%,53%,71%
444,4814640,14640,Colorado ISD,168901,168901,165000,62542,100989,927,6264214,4239749,2526514,6022830,0,19053307,20119.65,32.90%,22.30%,13.30%,31.60%,0.00%,34011478,46719,C,76,54%,72%,53%,65%
445,4800007,7,Panther Creek Cons ISD,42905,42905,145378,61217,80000,163,1459609,936851,99126,1038984,0,3534570,21953.85,41.30%,26.50%,2.80%,29.40%,0.00%,498300,3215,C,75,58%,72%,83%,66%
446,4809300,9300,Ballinger ISD,200901,200901,118500,48978,77738,775,5513603,3255532,7376356,4241936,0,20387427,25516.18,27.00%,16.00%,36.20%,20.80%,0.00%,0,0,C,77,52%,71%,63%,64%
447,4824780,24780,Jim Ned Cons ISD,221911,221911,160932,53129,85023,1639,10587689,5616858,7329214,5024141,0,28557902,17520.19,37.10%,19.70%,25.70%,17.60%,0.00%,83208482,56875,B,88,25%,36%,30%,33%
448,4815930,15930,Crystal City ISD,254901,254901,130000,56864,84623,1643,12958186,9476208,4510843,8719309,0,35664546,20783.53,36.30%,26.60%,12.60%,24.40%,0.00%,46369074,37006,D,69,67%,73%,55%,78%
449,4809000,9000,Austwell-Tivoli ISD,196901,196901,87826,49975,75401,141,1409254,763695,1074118,1552380,84034,4883481,34528.4,28.90%,15.60%,22.00%,31.80%,1.70%,14961175,122633,B,83,46%,46%,60%,76%
450,4822890,22890,Hemphill ISD,202903,202903,127000,58207,83567,788,5978105,3363853,1173321,3397017,0,13912296,18209.81,43.00%,24.20%,8.40%,24.40%,0.00%,0,0,B,84,42%,50%,38%,46%
451,4845380,45380,Wharton ISD,241904,241904,133688,57770,104936,1767,11655372,8477075,20192448,8053544,0,48378439,26537.82,24.10%,17.50%,41.70%,16.60%,0.00%,86964243,59524,D,64,67%,81%,72%,85%
452,4818280,18280,El Campo ISD,241903,241903,193085,60679,106423,3279,20609816,11779217,5290504,12606565,0,50286102,15119.09,41.00%,23.40%,10.50%,25.10%,0.00%,24972619,8509,B,83,48%,64%,55%,56%
453,4843110,43110,Trent ISD,221905,221905,121000,60018,?,144,1206411,985116,501921,1105012,49094,3847554,26016.85,31.40%,25.60%,13.00%,28.70%,1.30%,2565723,17336,C,71,51%,71%,52%,57%
454,4831920,31920,Mullin ISD,167902,167902,105000,58852,81667,132,2935946,1859173,586953,1118223,0,6500295,30807.09,45.20%,28.60%,9.00%,17.20%,0.00%,320000,1280,F,55,58%,92%,71%,61%
455,4846770,46770,Zephyr ISD,25906,25906,112000,52529,74448,220,1429779,723745,473869,1237624,0,3865017,17811.14,37.00%,18.70%,12.30%,32.00%,0.00%,3881646,23814,B,81,47%,77%,31%,47%
456,4839900,39900,Shamrock ISD,242902,242902,107077,54302,78572,343,2992614,2113689,376089,2402338,0,7884730,22920.73,38.00%,26.80%,4.80%,30.50%,0.00%,1931136,7100,B,80,53%,68%,52%,56%
457,4841250,41250,Springlake-Earth ISD,140907,140907,112850,54469,82193,231,2220883,1344173,1,2095666,0,5660723,21361.22,39.20%,23.70%,0.00%,37.00%,0.00%,0,0,A,92,43%,51%,55%,58%
458,4808460,8460,Anton ISD,110901,110901,98000,44401,83513,175,1132649,795401,118741,1305974,0,3352765,19722.15,33.80%,23.70%,3.50%,39.00%,0.00%,0,0,B,81,62%,86%,66%,86%
459,4814370,14370,Cleveland ISD,146901,146901,265000,64443,104501,12513,75541515,49722108,29028915,29158935,0,183451473,15325.94,41.20%,27.10%,15.80%,15.90%,0.00%,552185313,45855,F,59,73%,81%,74%,79%
460,4831260,31260,Montgomery ISD,170903,170903,10958,63767,102944,9889,54346484,24751857,142259352,33928403,84085,255370181,26065.56,21.30%,9.70%,55.70%,13.30%,0.00%,826614745,92983,B,87,32%,39%,37%,42%
461,4831040,31040,Mission Cons ISD,108908,108908,490301,66005,108197,13765,106751842,68498798,24138670,46853262,0,246242572,17503.74,43.40%,27.80%,9.80%,19.00%,0.00%,114480691,8393,B,83,53%,63%,60%,70%
462,4835910,35910,Progreso ISD,108910,108910,170120,56562,82893,1339,9053097,7869718,6646863,7335383,0,30905061,21996.48,29.30%,25.50%,21.50%,23.70%,0.00%,33699650,32003,C,77,56%,65%,64%,75%
463,4814250,14250,Claude ISD,6902,6902,110000,49426,77791,297,2018406,1203733,139975,1631693,0,4993807,15654.57,40.40%,24.10%,2.80%,32.70%,0.00%,819600,3488,A,94,26%,41%,35%,37%
464,4819830,19830,Frenship ISD,152907,152907,261954,57047,103492,11770,56735038,32044061,145997842,34926278,0,269703219,23288.42,21.00%,11.90%,54.10%,12.90%,0.00%,678329278,58391,B,80,43%,56%,46%,49%
465,4816080,16080,Cushing ISD,174902,174902,207106,58527,96273,558,3464213,2099442,959150,3156381,0,9679186,17566.58,35.80%,21.70%,9.90%,32.60%,0.00%,8810225,18947,B,80,46%,63%,68%,50%
466,4826700,26700,Laneville ISD,201903,201903,79575,60996,87550,139,1276312,821040,92385,1370171,0,3559908,25427.91,35.90%,23.10%,2.60%,38.50%,0.00%,126760,1219,D,62,57%,70%,77%,66%
467,4824150,24150,Industrial ISD,120905,120905,120500,57067,85901,1156,7301719,4202319,2324643,4035441,0,17864122,15268.48,40.90%,23.50%,13.00%,22.60%,0.00%,15232750,14689,B,89,25%,33%,36%,24%
468,4818210,18210,Edna ISD,120901,120901,180250,50376,95514,1531,10264347,4890769,4098900,6363056,0,25617072,16254.49,40.10%,19.10%,16.00%,24.80%,0.00%,12565669,9879,B,82,45%,55%,46%,57%
469,4825020,25020,Junction ISD,134901,134901,140450,59127,82533,589,3941089,2637444,65977,2526293,0,9170803,15570.12,43.00%,28.80%,0.70%,27.50%,0.00%,0,0,C,70,56%,76%,43%,51%
470,4830210,30210,Menard ISD,164901,164901,120986,49881,72647,264,1807985,2484290,301796,2115313,0,6709384,23377.64,26.90%,37.00%,4.50%,31.50%,0.00%,0,0,B,84,39%,57%,30%,54%
471,4836540,36540,Raymondville ISD,245903,245903,264960,60238,99465,1963,14439929,10177823,2056237,10773947,0,37447936,18960.98,38.60%,27.20%,5.50%,28.80%,0.00%,16488893,10993,A,91,39%,46%,46%,55%
472,4835570,35570,Bushland ISD,188904,188904,113300,55373,84898,1434,9356173,4385092,37264678,7899263,126956,59032162,40484.68,15.80%,7.40%,63.10%,13.40%,0.20%,146626375,125429,A,90,28%,46%,40%,48%
473,4824030,24030,Huntsville ISD,236902,236902,318140,57365,92930,10960,32682895,21459792,57963502,68797772,0,180903961,15983.74,18.10%,11.90%,32.00%,38.00%,0.00%,170566050,17412,D,68,53%,72%,56%,67%
474,4846170,46170,Wink-Loving ISD,248902,248902,156459,65631,98160,438,4885702,2921867,52996138,4094218,137926223,202824148,145838.03,2.40%,1.40%,26.10%,2.00%,68.00%,71083209,172114,B,87,43%,46%,58%,70%
475,4815810,15810,Cross Plains ISD,30901,30901,115500,50869,87400,365,2840626,1460061,287768,2044541,0,6632996,18222.52,42.80%,22.00%,4.30%,30.80%,0.00%,2287520,7702,B,83,37%,55%,60%,53%
476,4841880,41880,Sunnyvale ISD,57919,57919,205500,66292,100824,2306,14477054,7220832,9107556,6858904,279109,37943455,16255.65,38.20%,19.00%,24.00%,18.10%,0.70%,119673011,47869,A,93,18%,36%,28%,32%
477,4829700,29700,McCamey ISD,231901,231901,123579,60218,86419,484,3911945,3064112,28806959,3065887,4237551,43086454,78009.85,9.10%,7.10%,66.90%,7.10%,9.80%,86187775,207182,F,58,62%,76%,78%,82%
